"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"50713","21A0200159","Mobilité/Internat, prévenir l'orientation subie","L","Y0","Tôt dans leur scolarité, il est demandé aux élèves de se projeter dans l'avenir et ainsi de travailler un projet d'orientation. Par manque de connaissance des filières mais aussi des procédures d'orientation/affectation, des moyens de transport permettant de se rendre sur les différents lieux de formation et parfois des idées reçues sur l'internat... certains élèves sont amenés à vivre leur orientation comme non réellement désirée. Cela peut engendrer un manque d'intérêt pour la filière, une perte de motivation, un absentéisme plus ou moins grandissant, l'apparition de problèmes de comportement... Il est nécessaire d'accompagner les élèves (et leurs parents), scolarisés au collège ou au lycée, dans la réflexion sur leur projet d'orientation afin qu'ils puissent s'épanouir dans la formation suivie et intégrer un parcours de réussite. Pour cela, nous vous proposons de vous présenter des outils pouvant vous guider dans l'accompagnement de","Comment prévenir l'orientation subie : information et sensibilisation des élèves sur les possibilités d'internat, la mobilité, dans le cadre de la construction du projet d'orientation.","Fev","COP","020","6"
"50714","21A0200159","Connaitre les outils ONISEP","L","Y0","Dans la première partie de cette formation, une présentation interactive des principaux outils de l'ONISEP est proposée. Celle-ci se fera en fonction des problématiques que peuvent rencontrer les professeurs de collège, afin de les outiller pour l'accompagnement des élèves dans la construction de leur orientation.Dans la seconde partie, une présentation d'ateliers ludiques et dynamiques sera faite. Ces exemples d'ateliers pourront être mis en place par les professeurs auprès des élèves, afin de les rendre autonomes dans la recherche d'informations pour la construction de leur projet d'avenir.Enfin, dans la troisième et dernière partie, une mise en pratique sera proposée.","Présentation des outils de l'ONISEP.","Jan","COP","020","6"
"50715","21A0200160","Former les enseignants - prévention du décrochage","N","A0","Une demi-journée de tronc commun et une demi-journée parmi les 16 thématiques proposées.","Former les enseignants à la prévention du décrochage scolaire.","Dec","COP","020","6"
"50716","21A0200160","Former les référents décrochage scolaire","N","A0","Une demi-journée de tronc commun et une demi-journée parmi les 16 thématiques proposées.","Former les référents décrochage scolaire à la lutte contre le décrochage scolaire.","Dec","COP","020","3"
"50717","21A0200162","Parcoursup, PP classes 1ère et terminale","N","A0","À partir de situations concrètes, venez expérimenter la manipulation de Parcoursup, explorer les formations du supérieur, ouvrir la réflexion sur la vie étudiante et l'après-bac. Du novice à l'expert, venez partager votre vécu d'enseignant et échanger avec celui d'une PsyEN spécialisée dans le supérieur et d'une Directrice de CIO.","Parcoursup : de la réflexion sur le projet à la concrétisation en terminale, comment accompagner les lycéens ?","Jan","COP","020","6"
"50718","21A0200162","Cordées de la réussite","N","A0","Valorisation du dispositif","Aide et accompagnement des lycéens","Jan","COP","020","3"
"50719","21A0200162","Nouveaux enjeux de l'université et volet recherche","N","A0","Tronc commun sur les nouveaux enjeux de l'université et le volet recherche : 3 h Choix d'une formation parmi les 5 thématiques suivantes :  3h- les études en STAPS- la réforme des études de santé- les études art-lettres-langues- les études en sciences- les BUT","Renforcer  le rôle d'information sur les  études supérieures dans le cadre des heures d'orientation dispensées aux lycéens.Les nouveaux enjeux de l'université :Adaptation aux nouvelles technologies : plateforme ParcourSup, site Trouver mon master, plateforme E-candidat, concours Avenir, Parours ,...Présentation de la BAO, outil numérique de l'orientation à l'insertion professionnelle, destiné aux étudiants, enseignants et autres intervenants.Valorisation de  l'accès à  l'égalité des chances des lycéens et des étudiants (dispositifs d'aide à la réussite)Volet recherche : Information sur les différentes missions de l'université dans le domaine de la recherche (rôle de l'enseignant chercheur, présence de laboratoires au sein de chaque UFR, travaux de recherche menés par les étudiants, doctorat,...","Jan","COP","020","6"
"50720","21A0200163","Accompagner les équipes vers une démarche globale","S","A0","Diagnostic des actions portés par l'établissement.Echange autour des freins et des leviers en vue d'une démarche globale.Atelier de mise en pratique et échanges. Production de ressources propres à l'établissement et à son réseau","Accompagner les équipes vers une démarches globales en vue d'une labellisation E3D.Apporter une expertise spécifique au territoire de l'établissement à l'aide de partenariats","Nov","EDD","020","5"
"50721","21A0200164","FIL - Accompagner les projets EAC","L","A0","Mise en oeuvre du Parcours d'éducation artistique et culturelle.","Accompagner les équipes au sein d'un établissement dans la mise en oeuvre du Parcours d'éducation artistique et culturelle.","Sep","ACU","020","6"
"50722","21A0200165","Accompagner les chargés de mission ac. et dép.","L","A0","Réflexion sur l'organisation et le suivi des projets académiques et départementaux.","Définir et organiser la politique académique d'éducation artistique et culturelle.","Oct","ACU","020","6"
"50723","21A0200165","Former les chargés de mission - Services éducatifs","L","A0"," - Échanges de pratiques.- Mutualisation d'expériences et de projets menés sur le territoire.- Renforcer le travail en réseau.","Accompagner et former les enseignants missionnés au sein d'un service éducatif d'une structure culturelle de l'Académie.","Mar","ACU","020","6"
"50724","21A0200165","Participer à un PREAC","L","A0","Selon le thème du séminaire.","Renforcer les compétences dans le domaine concerné et en lien avec les nouveaux programmes, l'évolution des textes.","Oct","ACU","020","12"
"50725","21A0200165","Former les référents culture","N","A0","Mise en oeuvre du PEAC au sein d'un établissement ou d'un territoire.","Accompagner la mise en oeuvre du PEAC.","Nov","ACU","020","3"
"50726","21A0200165","Former les nouveaux référents culture","N","A0"," - Rappel des attendus de la mission de référent culture.- Présentation des nouveaux dispositifs territoriaux.- Présentation ADAGE"," - Proposer des outils pour la structuration du Parcours d'éducation artistique et culturelle.- Travailler sur le rôle des référents culture.- Accompagner la mise en place d'ADAGE","Nov","ACU","020","3"
"50727","21A0200166","Réussite au collège : trace écrite et automatismes","S","A2","La construction de la trace écrite de cours/ La mise en place des automatismes : contenus et progression","Appropriation des ressources du Plan national Réussir en mathématiques au collège","Dec","MAT","020","13"
"50728","21A0200166","Réussite au collège Pratique langagière orale","S","A2","La place de l'oral dans l'enseignement des mathématiques au collège. Apport de pistes en s'appuyant sur les ressources du Plan national Réussir en mathématiques au collège.","Appropriation des ressources du Plan national Réussir en mathématiques au collège","Jan","MAT","020","13"
"50729","21A0200166","Réussite au collège : Résolution de problèmes","S","A2","Manipulation - Schématisation vers l'abstraction. Apport de pistes en s'appuyant sur les ressources du Plan national Réussir en mathématiques au collège.","Appropriation des ressources du Plan national Réussir en mathématiques au collège","Fev","MAT","020","13"
"50730","21A0200166","Mathématiques : L'oral au Lycée","S","A4","Apporter des pistes et des ressources pédagogiques pour travailler  l'oral  en  mathématiques et préparer les élèves au Grand oral de la seconde à la terminale. Travailler les différentes facettes de l'oral, la maîtrise de la parole et de l'expression argumentées.Une formation à distance suivie d'une journée en présentiel.","Accompagner les enseignants pour travailler l'oral avec les élèves au Lycée","Nov","MAT","020","10"
"50731","21A0200166","DNL : Mathématiques en langue étrangère","N","A0","Apports sur la pratique de l'enseignement des Mathématiques en Langue étrangère  au collège et au lycée. Échanges et ateliers de construction des ressources autour de différents thèmes. Proposition d'activités et de séances à mettre en oeuvre dans la classe.","Construction de séances à différents niveaux. Exemples de progressions possibles en référence au programme de la classe.Donner des pistes pour travailler l'oral en classe et en dehors de la classe.","Dec","MAT","020","6"
"50732","21A0200166","Conférences et ateliers LAMFA UPJV","L","A0","Cette journée de formation s'articulerait en deux temps :- le matin, deux ou trois conférences sur diverses thématiques originales du Laboratoire de Mathématiques (LAMFA) CNRS UPJV (exemples :combinatoire des mots, apllications des mathématiques à la biologie, dynamique des populations)- l'après-midi un atelier qui vise à réfléchir à la manière dont ces thématiques pourraient être réutilisées en classe, au lycée ou au collège.Objectif, durée,","Conférences sur diverses thématiques originales du Laboratoire de Mathématiques (LAMFA) CNRS UPJV et ateliers","Nov","MAT","020","6"
"50733","21A0200167","Former les néo-titulaires en maths","N","A0","Apporter des pistes et des ressources pédagogiques pour la mise en activité des élèves et le développement de l'autonomie des élèves dans et hors la classe","Renforcement des compétences professionnelles des néo titulaires","Dec","MAT","020","10"
